target,fold,model,test_start,test_end,n_test,positive_rate,precision,recall,f1,pr_auc
NextVolSpike,19,Majority,2023-07-06,2023-10-03,882,0.0691609977324263,0.0,0.0,0.0,
NextVolSpike,19,Persistence,2023-07-06,2023-10-03,882,0.0691609977324263,0.34375,0.5409836065573771,0.42038216560509556,
NextVolSpike,19,LogisticRegression,2023-07-06,2023-10-03,882,0.0691609977324263,0.3046875,0.639344262295082,0.4126984126984127,0.3368575014512664
NextVolSpike,19,LightGBM,2023-07-06,2023-10-03,882,0.0691609977324263,0.2887700534759358,0.8852459016393442,0.43548387096774194,0.4205929486322505
NextVolSpike,19,XGBoost,2023-07-06,2023-10-03,882,0.0691609977324263,0.3,0.7868852459016393,0.4343891402714932,0.43463090485229094
NextVolSpike,19,MatchedNaive,2023-07-06,2023-10-03,882,0.0691609977324263,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.8109532139445251
NextVolSpike,19,HAR,2023-07-06,2023-10-03,882,0.0691609977324263,0.8833333333333333,0.8688524590163934,0.8760330578512396,0.8146836737093679
NextVolSpike,20,Majority,2023-10-04,2024-01-03,882,0.09297052154195011,0.0,0.0,0.0,
NextVolSpike,20,Persistence,2023-10-04,2024-01-03,882,0.09297052154195011,0.48760330578512395,0.7195121951219512,0.5812807881773399,
NextVolSpike,20,LogisticRegression,2023-10-04,2024-01-03,882,0.09297052154195011,0.37823834196891193,0.8902439024390244,0.5309090909090909,0.5720437125304949
NextVolSpike,20,LightGBM,2023-10-04,2024-01-03,882,0.09297052154195011,0.3605769230769231,0.9146341463414634,0.5172413793103449,0.6925848767274012
NextVolSpike,20,XGBoost,2023-10-04,2024-01-03,882,0.09297052154195011,0.4010989010989011,0.8902439024390244,0.553030303030303,0.712095374858923
NextVolSpike,20,MatchedNaive,2023-10-04,2024-01-03,882,0.09297052154195011,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8508798128457152
NextVolSpike,20,HAR,2023-10-04,2024-01-03,882,0.09297052154195011,0.8860759493670886,0.8536585365853658,0.8695652173913043,0.8557694469740939
NextVolSpike,21,Majority,2024-01-04,2024-04-04,882,0.0963718820861678,0.0,0.0,0.0,
NextVolSpike,21,Persistence,2024-01-04,2024-04-04,882,0.0963718820861678,0.4959349593495935,0.7176470588235294,0.5865384615384616,
NextVolSpike,21,LogisticRegression,2024-01-04,2024-04-04,882,0.0963718820861678,0.46853146853146854,0.788235294117647,0.5877192982456141,0.6607328367998532
NextVolSpike,21,LightGBM,2024-01-04,2024-04-04,882,0.0963718820861678,0.4716981132075472,0.8823529411764706,0.6147540983606558,0.75123657889023
NextVolSpike,21,XGBoost,2024-01-04,2024-04-04,882,0.0963718820861678,0.5748031496062992,0.8588235294117647,0.6886792452830188,0.7683853960189769
NextVolSpike,21,MatchedNaive,2024-01-04,2024-04-04,882,0.0963718820861678,0.8705882352941177,0.8705882352941177,0.8705882352941177,0.8603576228452782
NextVolSpike,21,HAR,2024-01-04,2024-04-04,882,0.0963718820861678,0.8765432098765432,0.8352941176470589,0.8554216867469879,0.8560048037082224
NextVolSpike,22,Majority,2024-04-05,2024-07-05,882,0.11678004535147392,0.0,0.0,0.0,
NextVolSpike,22,Persistence,2024-04-05,2024-07-05,882,0.11678004535147392,0.5,0.6213592233009708,0.5541125541125541,
NextVolSpike,22,LogisticRegression,2024-04-05,2024-07-05,882,0.11678004535147392,0.5136986301369864,0.7281553398058253,0.6024096385542169,0.6786683636731168
NextVolSpike,22,LightGBM,2024-04-05,2024-07-05,882,0.11678004535147392,0.483695652173913,0.8640776699029126,0.6202090592334495,0.7172791580634423
NextVolSpike,22,XGBoost,2024-04-05,2024-07-05,882,0.11678004535147392,0.5240963855421686,0.8446601941747572,0.6468401486988847,0.718684254916327
NextVolSpike,22,MatchedNaive,2024-04-05,2024-07-05,882,0.11678004535147392,0.8921568627450981,0.883495145631068,0.8878048780487805,0.8495111642763002
NextVolSpike,22,HAR,2024-04-05,2024-07-05,882,0.11678004535147392,0.8921568627450981,0.883495145631068,0.8878048780487805,0.8542056961106986
NextVolSpike,23,Majority,2024-07-08,2024-10-03,882,0.17687074829931973,0.0,0.0,0.0,
NextVolSpike,23,Persistence,2024-07-08,2024-10-03,882,0.17687074829931973,0.455,0.5833333333333334,0.5112359550561798,
NextVolSpike,23,LogisticRegression,2024-07-08,2024-10-03,882,0.17687074829931973,0.4349315068493151,0.8141025641025641,0.5669642857142857,0.6271168236827368
NextVolSpike,23,LightGBM,2024-07-08,2024-10-03,882,0.17687074829931973,0.4491803278688525,0.8782051282051282,0.5943600867678959,0.6377774663591891
NextVolSpike,23,XGBoost,2024-07-08,2024-10-03,882,0.17687074829931973,0.47368421052631576,0.8653846153846154,0.6122448979591837,0.6557155541262958
NextVolSpike,23,MatchedNaive,2024-07-08,2024-10-03,882,0.17687074829931973,0.8506493506493507,0.8397435897435898,0.8451612903225807,0.874694799731261
NextVolSpike,23,HAR,2024-07-08,2024-10-03,882,0.17687074829931973,0.8609271523178808,0.8333333333333334,0.8469055374592834,0.8678071139685797
NextVolSpike,24,Majority,2024-10-04,2025-01-03,882,0.17346938775510204,0.0,0.0,0.0,
NextVolSpike,24,Persistence,2024-10-04,2025-01-03,882,0.17346938775510204,0.5714285714285714,0.6535947712418301,0.6097560975609756,
NextVolSpike,24,LogisticRegression,2024-10-04,2025-01-03,882,0.17346938775510204,0.5707317073170731,0.7647058823529411,0.6536312849162011,0.7190886259828073
NextVolSpike,24,LightGBM,2024-10-04,2025-01-03,882,0.17346938775510204,0.5181818181818182,0.7450980392156863,0.6112600536193029,0.7449542001026365
NextVolSpike,24,XGBoost,2024-10-04,2025-01-03,882,0.17346938775510204,0.6484848484848484,0.6993464052287581,0.6729559748427673,0.7551670642223325
NextVolSpike,24,MatchedNaive,2024-10-04,2025-01-03,882,0.17346938775510204,0.8580645161290322,0.869281045751634,0.8636363636363636,0.8713730092840255
NextVolSpike,24,HAR,2024-10-04,2025-01-03,882,0.17346938775510204,0.8666666666666667,0.8496732026143791,0.858085808580858,0.8853538429757579
NextVolSpike,25,Majority,2025-01-06,2025-04-07,882,0.36621315192743764,0.0,0.0,0.0,
NextVolSpike,25,Persistence,2025-01-06,2025-04-07,882,0.36621315192743764,0.692,0.5356037151702786,0.6038394415357766,
NextVolSpike,25,LogisticRegression,2025-01-06,2025-04-07,882,0.36621315192743764,0.6235011990407674,0.804953560371517,0.7027027027027027,0.7826690829698343
NextVolSpike,25,LightGBM,2025-01-06,2025-04-07,882,0.36621315192743764,0.6096491228070176,0.8606811145510835,0.7137355584082157,0.7990742464106935
NextVolSpike,25,XGBoost,2025-01-06,2025-04-07,882,0.36621315192743764,0.6503667481662592,0.8235294117647058,0.726775956284153,0.7997166588077658
NextVolSpike,25,MatchedNaive,2025-01-06,2025-04-07,882,0.36621315192743764,0.9067524115755627,0.8730650154798761,0.889589905362776,0.940832347960939
NextVolSpike,25,HAR,2025-01-06,2025-04-07,882,0.36621315192743764,0.9087947882736156,0.8637770897832817,0.8857142857142857,0.9417172787524519
NextVolSpike,26,Majority,2025-04-08,2025-07-09,882,0.3741496598639456,0.0,0.0,0.0,
NextVolSpike,26,Persistence,2025-04-08,2025-07-09,882,0.3741496598639456,0.7801204819277109,0.7848484848484848,0.7824773413897281,
NextVolSpike,26,LogisticRegression,2025-04-08,2025-07-09,882,0.3741496598639456,0.7314148681055156,0.9242424242424242,0.8165997322623829,0.9097067289522678
NextVolSpike,26,LightGBM,2025-04-08,2025-07-09,882,0.3741496598639456,0.7323943661971831,0.9454545454545454,0.8253968253968254,0.9230228432833528
NextVolSpike,26,XGBoost,2025-04-08,2025-07-09,882,0.3741496598639456,0.7556109725685786,0.9181818181818182,0.8290013679890561,0.9205501218453891
NextVolSpike,26,MatchedNaive,2025-04-08,2025-07-09,882,0.3741496598639456,0.9149560117302052,0.9454545454545454,0.9299552906110283,0.9647490356199664
NextVolSpike,26,HAR,2025-04-08,2025-07-09,882,0.3741496598639456,0.9263803680981595,0.9151515151515152,0.9207317073170732,0.9636778175354156
NextVolSpike,27,Majority,2025-07-10,2025-10-07,882,0.11564625850340136,0.0,0.0,0.0,
NextVolSpike,27,Persistence,2025-07-10,2025-10-07,882,0.11564625850340136,0.5474452554744526,0.7352941176470589,0.6276150627615062,
NextVolSpike,27,LogisticRegression,2025-07-10,2025-10-07,882,0.11564625850340136,0.5194805194805194,0.7843137254901961,0.625,0.6333044843853327
NextVolSpike,27,LightGBM,2025-07-10,2025-10-07,882,0.11564625850340136,0.4823529411764706,0.803921568627451,0.6029411764705882,0.7339534690031317
NextVolSpike,27,XGBoost,2025-07-10,2025-10-07,882,0.11564625850340136,0.535483870967742,0.8137254901960784,0.6459143968871596,0.7655779415778878
NextVolSpike,27,MatchedNaive,2025-07-10,2025-10-07,882,0.11564625850340136,0.8653846153846154,0.8823529411764706,0.8737864077669902,0.8493237442084733
NextVolSpike,27,HAR,2025-07-10,2025-10-07,882,0.11564625850340136,0.87,0.8529411764705882,0.8613861386138614,0.8477044680104853
NextVolSpike,28,Majority,2025-10-08,2026-01-07,882,0.1360544217687075,0.0,0.0,0.0,
NextVolSpike,28,Persistence,2025-10-08,2026-01-07,882,0.1360544217687075,0.4,0.5833333333333334,0.4745762711864407,
NextVolSpike,28,LogisticRegression,2025-10-08,2026-01-07,882,0.1360544217687075,0.3659574468085106,0.7166666666666667,0.48450704225352115,0.3870937172163755
NextVolSpike,28,LightGBM,2025-10-08,2026-01-07,882,0.1360544217687075,0.3843137254901961,0.8166666666666667,0.5226666666666666,0.4240328398361231
NextVolSpike,28,XGBoost,2025-10-08,2026-01-07,882,0.1360544217687075,0.4166666666666667,0.7916666666666666,0.5459770114942529,0.47495402386464747
NextVolSpike,28,MatchedNaive,2025-10-08,2026-01-07,882,0.1360544217687075,0.8632478632478633,0.8416666666666667,0.8523206751054853,0.8620976376208604
NextVolSpike,28,HAR,2025-10-08,2026-01-07,882,0.1360544217687075,0.8403361344537815,0.8333333333333334,0.8368200836820083,0.8564469402871957
NextVolSpike,29,Majority,2026-01-08,2026-01-21,126,0.24603174603174602,0.0,0.0,0.0,
NextVolSpike,29,Persistence,2026-01-08,2026-01-21,126,0.24603174603174602,0.9,0.5806451612903226,0.7058823529411765,
NextVolSpike,29,LogisticRegression,2026-01-08,2026-01-21,126,0.24603174603174602,0.6470588235294118,0.7096774193548387,0.676923076923077,0.7217847636933338
NextVolSpike,29,LightGBM,2026-01-08,2026-01-21,126,0.24603174603174602,0.6904761904761905,0.9354838709677419,0.7945205479452054,0.8169990846726741
NextVolSpike,29,XGBoost,2026-01-08,2026-01-21,126,0.24603174603174602,0.717948717948718,0.9032258064516129,0.8,0.801718140857067
NextVolSpike,29,MatchedNaive,2026-01-08,2026-01-21,126,0.24603174603174602,0.90625,0.9354838709677419,0.9206349206349206,0.9611242610749308
